,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
81,07/03/2023 17:46:14,@YahooFinance,Yahoo Finance,Biden's climate chief: 'Delays and bottlenecks' slowing IRA spending https://t.co/aXdrSJQz2H by @jefflagerquist,https://twitter.com/YahooFinance/status/1633162151916605441,SocialFlow,New,0,5
82,07/03/2023 17:45:00,@YahooFinance,Yahoo Finance,Raoul Pal: What Microsoft Google and OpenAI don't want you to know about artificial intelligence https://t.co/QjuxYFuVrY,https://twitter.com/YahooFinance/status/1633161841013583906,Twitter Media Studio,New,4,15
83,07/03/2023 17:25:01,@YahooFinance,Yahoo Finance,AI will soon ‘be a $600 billion addressable software market' https://t.co/uLAJBGx7vn CEO says https://t.co/c5hIWmvXlZ by @agarfinks,https://twitter.com/YahooFinance/status/1633156813066756096,SocialFlow,New,6,11
84,07/03/2023 17:06:00,@YahooFinance,Yahoo Finance,"China's new foreign minister says U.S.-China relations have left a ""rational path"" warning of a possible conflict.

China Beige Book Chief Economist Derek Scissors discusses what that would realistically mean for two economies that are so intertwined: https://t.co/O1iR3zPDRD",https://twitter.com/YahooFinance/status/1633152026476523522,Twitter Media Studio - LiveCut,New,1,3
85,07/03/2023 17:04:18,@YahooFinance,Yahoo Finance,Rivian stock tanks as it announces $1.3B 'green bond' offering https://t.co/25fMmXcQXZ by @Pras_S $RIVN https://t.co/ly4qdhqlt8,https://twitter.com/YahooFinance/status/1633151597575303173,SocialFlow,New,5,14
86,07/03/2023 17:01:16,@YahooFinance,Yahoo Finance,Column | America is more energy independent than ever https://t.co/G3OVqckjfI by @rickjnewman,https://twitter.com/YahooFinance/status/1633150835436683266,SocialFlow,New,3,7
87,07/03/2023 16:55:00,@YahooFinance,Yahoo Finance,Rivian to sell $1.3 billion in bonds to shore up capital amid weakening demand and cash crunch: https://t.co/Rs6o0ztEqH,https://twitter.com/YahooFinance/status/1633149257967448065,Twitter Media Studio - LiveCut,New,2,10
88,07/03/2023 16:54:58,@YahooFinance,Yahoo Finance,RT @yfinanceplus: $TRKA shares have reversed now down more than 41% so far in regular trading. https://t.co/kkDcyepNbA https://t.co/onlDxe…,https://twitter.com/YahooFinance/status/1633149252175028226,Twitter Web App,Retweet (native),1,11
89,07/03/2023 16:51:20,@YahooFinance,Yahoo Finance,RT @yfinanceplus: $WW shares have skyrocketed in regular trading today. The stock is up 42% so far. https://t.co/XGexQDbw7E,https://twitter.com/YahooFinance/status/1633148336243965952,Twitter Web App,Retweet (native),3,5
90,07/03/2023 16:46:55,@YahooFinance,Yahoo Finance,"Weight Watchers moves into the Ozemspic market with a telehealth deal acquiring Sequence. 

@AnjKhem reports the details of the company's move to join the obesity drug prescription business: https://t.co/0fSWTbxPsH",https://twitter.com/YahooFinance/status/1633147226896621574,Twitter Media Studio - LiveCut,New,2,12
91,07/03/2023 16:37:00,@YahooFinance,Yahoo Finance,Envoy Global CEO Dick Burke on the biggest barriers to hiring foreign national employees in the U.S.: https://t.co/nNouvgcwtQ,https://twitter.com/YahooFinance/status/1633144728052207616,Twitter Media Studio - LiveCut,New,1,9
92,07/03/2023 16:28:00,@YahooFinance,Yahoo Finance,"Meta is reportedly set to cut thousands of employees this week according to Bloomberg. 

More than 125000 global tech sector employees have been laid off in 2023 so far. https://t.co/IGzfgnsUQO",https://twitter.com/YahooFinance/status/1633142463261966336,Twitter Media Studio - LiveCut,New,15,21
